Q8MYY6	Dmel_CG10000
Q7JW12	Dmel_CG11007
A0A0B4LFY2	Dmel_CG11007
Q95SE8	Dmel_CG11009
Q9V3E7	Dmel_CG1101
M9PI48	Dmel_CG11010
Q9VIM9	Dmel_CG11012
Q9VMB9	Dmel_CG11015
Q7JXG2	Dmel_CG11018
A0A126GUP6	Dmel_CG1102
A8DYV6	Dmel_CG11020
E1JHP8	Dmel_CG11023
Q9VMQ9	Dmel_CG11024
A0A0B4KFW5	Dmel_CG11025
P40945	Dmel_CG11027
L0MNA8	Dmel_CG11027
Q9VMM8	Dmel_CG11029
Q960K3	Dmel_CG1103
Q9VMM7	Dmel_CG11030
Q9VHH9	Dmel_CG11033
A0A0B4KFJ7	Dmel_CG11033
X2J9G3	Dmel_CG11034
Q9VHW5	Dmel_CG11035
Q8T429	Dmel_CG11037
Q9VI55	Dmel_CG1104
A0A0B4K6K7	Dmel_CG1104
A1ZBR3	Dmel_CG11041
Q9VMB8	Dmel_CG11043
A1ZBR6	Dmel_CG11044
Q7K2N1	Dmel_CG11048
Q59DN9	Dmel_CG11049
Q9VI53	Dmel_CG1105
Q9VMB3	Dmel_CG11050
Q9VU58	Dmel_CG11051
X2JB24	Dmel_CG11051
Q9VHX3	Dmel_CG11052
Q7JR83	Dmel_CG11055
Q9V498	Dmel_CG11059
X2J9E8	Dmel_CG11059
Q07171	Dmel_CG1106
A0A0C4DHG2	Dmel_CG1106
Q7K2W2	Dmel_CG11060
Q9W289	Dmel_CG11061
O61643	Dmel_CG11062
Q9VY77	Dmel_CG11063
Q9V496	Dmel_CG11064
L0MPS3	Dmel_CG11064
Q7K5M0	Dmel_CG11066
Q9VY68	Dmel_CG11068
Q8MRJ2	Dmel_CG11069
A0A0B4KG14	Dmel_CG1107
Q9U4F8	Dmel_CG11070
D0Z748	Dmel_CG11073
Q7KQM8	Dmel_CG11076
Q9V492	Dmel_CG11077
Q9VIB6	Dmel_CG1108
H9XVP3	Dmel_CG11081
A1Z6W3	Dmel_CG11084
Q9VYL0	Dmel_CG11085
A1Z6W5	Dmel_CG11086
Q9VC18	Dmel_CG11089
Q9VNG2	Dmel_CG1109
Q9XZ06	Dmel_CG11092
D1YSG4	Dmel_CG11093
P23023	Dmel_CG11094
A0A0B4KFS4	Dmel_CG11094
Q9VY79	Dmel_CG11095
Q9VMA7	Dmel_CG11098
Q7JXU8	Dmel_CG11099
Q9VNP3	Dmel_CG11100
A0A0B4KEW8	Dmel_CG11101
Q9VY86	Dmel_CG11103
Q9VZ15	Dmel_CG11106
Q7K3M5	Dmel_CG11107
Q9VNQ1	Dmel_CG11109
Q4QQ12	Dmel_CG11110
P43125	Dmel_CG11111
A8DY52	Dmel_CG11112
A1Z6Y1	Dmel_CG11113
Q9VNP8	Dmel_CG11115
Q9VIB5	Dmel_CG1112
Q9VC08	Dmel_CG11120
Q27350	Dmel_CG11121
Q9VZ30	Dmel_CG11122
Q7JX95	Dmel_CG11123
Q6XPX3	Dmel_CG11124
Q6NMT8	Dmel_CG11125
Q7JRM5	Dmel_CG11127
Q9VNP7	Dmel_CG11128
P06607	Dmel_CG11129
X2JEX8	Dmel_CG11129
Q9VN94	Dmel_CG1113
P56175	Dmel_CG11130
Q9VNP6	Dmel_CG11131
Q7K3D8	Dmel_CG11132
Q9VNP5	Dmel_CG11133
Q9VY93	Dmel_CG11134
M9PEI9	Dmel_CG11134
D0IQL1	Dmel_CG11136
Q9VNQ3	Dmel_CG11137
B7Z143	Dmel_CG11138
Q7K3Z3	Dmel_CG11139
A0A0B4KEE1	Dmel_CG11140
Q6NLL1	Dmel_CG11141
E2QC72	Dmel_CG11141
Q9VMM6	Dmel_CG11142
O97477	Dmel_CG11143
P91685	Dmel_CG11144
L0MPZ9	Dmel_CG11144
A1Z6Y3	Dmel_CG11145
Q9VMM9	Dmel_CG11147
Q7KQM6	Dmel_CG11148
Q0IGW5	Dmel_CG11149
Q9VN88	Dmel_CG1115
Q9VY92	Dmel_CG11151
Q9V481	Dmel_CG11152
Q59DN5	Dmel_CG11153
Q05825	Dmel_CG11154
X2JH42	Dmel_CG11154
Q9V4A0	Dmel_CG11155
Q9VY97	Dmel_CG11156
Q9I7S2	Dmel_CG11158
A1ZBX7	Dmel_CG11159
Q9VN84	Dmel_CG1116
M9PHK0	Dmel_CG11160
Q9VYA2	Dmel_CG11162
Q8T0G1	Dmel_CG11163
Q9VYA4	Dmel_CG11164
Q7K049	Dmel_CG11165
Q7JRJ1	Dmel_CG11166
E1JIW0	Dmel_CG11168
Q9W280	Dmel_CG11170
A8JUV3	Dmel_CG11172
Q9W1I8	Dmel_CG11173
Q7JR73	Dmel_CG11175
Q9VYA8	Dmel_CG11176
M9PEI3	Dmel_CG11176
Q9VYB0	Dmel_CG11177
Q9VYB2	Dmel_CG11178
A0A0B4LG45	Dmel_CG11180
Q9VMA3	Dmel_CG11181
X2J9P9	Dmel_CG11181
Q9W1H7	Dmel_CG11182
Q9W1H5	Dmel_CG11183
Q9W1H3	Dmel_CG11184
L0MPR7	Dmel_CG11186
Q9VM95	Dmel_CG11188
P35600	Dmel_CG1119
Q9W3G0	Dmel_CG11190
Q7JVQ2	Dmel_CG11191
A1ZBU1	Dmel_CG11192
Q7KM13	Dmel_CG11194
A0A0B4LEV4	Dmel_CG11196
Q7JV23	Dmel_CG11198
M9PC73	Dmel_CG11199
Q9VZM7	Dmel_CG1120
Q7K0F7	Dmel_CG11200
Q9VM92	Dmel_CG11201
Q9W3F4	Dmel_CG11202
Q7JY97	Dmel_CG11205
A8DYM0	Dmel_CG11206
Q9VZ62	Dmel_CG11207
Q7K3B7	Dmel_CG11208
Q86LH3	Dmel_CG11209
Q9VIB3	Dmel_CG1121
Q6NP91	Dmel_CG11210
Q7JWF7	Dmel_CG11211
Q86P36	Dmel_CG11212
P07183	Dmel_CG11213
Q24214	Dmel_CG11217
A0A0B4K833	Dmel_CG11217
Q8SY61	Dmel_CG11218
A0A0B4LGZ8	Dmel_CG11218
Q9W3E2	Dmel_CG11219
Q9VM90	Dmel_CG11221
Q8T452	Dmel_CG11226
Q9VRC8	Dmel_CG11227
Q8T0S6	Dmel_CG11228
A0A0B4KFW0	Dmel_CG11228
M9NDG8	Dmel_CG11236
A1ZBM3	Dmel_CG11237
Q9VNR6	Dmel_CG11238
Q9VN73	Dmel_CG1124
A8E6R2	Dmel_CG11241
A1ZBM2	Dmel_CG11242
Q9VNZ3	Dmel_CG11246
Q9VNZ4	Dmel_CG11247
Q9VNZ7	Dmel_CG11248
Q9VNZ9	Dmel_CG11249
Q9VU50	Dmel_CG11251
Q9VU41	Dmel_CG11253
Q9VNS0	Dmel_CG11254
A0A0S0WNT6	Dmel_CG11254
Q9VU39	Dmel_CG11255
A1ZBK6	Dmel_CG11257
Q9VU36	Dmel_CG11258
Q9VU34	Dmel_CG11259
Q9I7P3	Dmel_CG1126
Q9VU33	Dmel_CG11261
Q9VU30	Dmel_CG11262
Q9VU31	Dmel_CG11263
Q7KVS9	Dmel_CG11265
X2JDG0	Dmel_CG11266
Q9VU35	Dmel_CG11267
Q9VU37	Dmel_CG11268
Q9W286	Dmel_CG11269
P80455	Dmel_CG11271
Q9VU43	Dmel_CG11274
Q9W279	Dmel_CG11275
P41042	Dmel_CG11276
X2JGM9	Dmel_CG11276
Q9VU45	Dmel_CG11278
Q9VU46	Dmel_CG11279
Q9VIB0	Dmel_CG1128
M9PFH7	Dmel_CG11280
Q9VU52	Dmel_CG11281
Q0E8F0	Dmel_CG11282
Q9W3C8	Dmel_CG11284
A0A0B4K605	Dmel_CG11286
Q9VM44	Dmel_CG11289
Q7JZB4	Dmel_CG1129
E2QCZ9	Dmel_CG1129
Q9W1A9	Dmel_CG11290
Q9W272	Dmel_CG11291
Q9W3C6	Dmel_CG11294
Q24371	Dmel_CG11295
Q9W262	Dmel_CG11298
Q9W1K5	Dmel_CG11299
M9PE88	Dmel_CG10776
P41964	Dmel_CG10810
A0A1B2AJW2	Dmel_CG10810
Q9VZR2	Dmel_CG10812
Q9VZK2	Dmel_CG1130
Q9W1K1	Dmel_CG11300
Q9W256	Dmel_CG11301
Q2MGN3	Dmel_CG11303
Q9VAQ1	Dmel_CG11305
Q9VP06	Dmel_CG11306
B5RJJ4	Dmel_CG11307
Q9VP40	Dmel_CG11308
Q9VP52	Dmel_CG11309
A0A0B4K6L1	Dmel_CG1131
Q9VP56	Dmel_CG11310
Q9W2R4	Dmel_CG11312
A0A0B4KI65	Dmel_CG11313
Q9VA42	Dmel_CG11314
Q9VA41	Dmel_CG11315
A0A0B4KI67	Dmel_CG11317
Q8SZ78	Dmel_CG11318
X2J9P4	Dmel_CG11319
Q02360	Dmel_CG1132
D3PFH7	Dmel_CG1132
Q4V3F0	Dmel_CG11320
E1JHA3	Dmel_CG11321
Q9VM89	Dmel_CG11322
Q9VM91	Dmel_CG11323
Q0E8S7	Dmel_CG11324
Q9VM96	Dmel_CG11325
Q9VM97	Dmel_CG11326
Q9VM98	Dmel_CG11327
A8DYW5	Dmel_CG11328
Q9VMA0	Dmel_CG11329
M9PCC6	Dmel_CG11329
P39768	Dmel_CG1133
Q960N3	Dmel_CG11330
M9PCR0	Dmel_CG11330
Q9V3N1	Dmel_CG11331
Q9V9X3	Dmel_CG11333
Q9V9X4	Dmel_CG11334
A0A0B4KI38	Dmel_CG11334
Q9V9X5	Dmel_CG11335
Q9V9X7	Dmel_CG11337
Q9VZJ9	Dmel_CG1134
Q9V9Y4	Dmel_CG11340
Q9VZD2	Dmel_CG11342
N0D4J1	Dmel_CG11342
Q9VZC0	Dmel_CG11345
Q9VZC7	Dmel_CG11347
P04755	Dmel_CG11348
E8NHB5	Dmel_CG11348
Q9VZB5	Dmel_CG11349
Q9VZJ3	Dmel_CG1135
Q9VZB3	Dmel_CG11350
Q7KAH0	Dmel_CG11352
Q9VZA7	Dmel_CG11353
M9PJE4	Dmel_CG11354
Q9VYP6	Dmel_CG11356
Q9VZA6	Dmel_CG11357
Q9VZJ2	Dmel_CG1136
Q9V4F3	Dmel_CG11360
Q9W242	Dmel_CG11362
Q9VNR8	Dmel_CG11367
Q9W3Q8	Dmel_CG11368
Q9I7W4	Dmel_CG11369
Q9VI32	Dmel_CG1137
M9PG09	Dmel_CG11370
Q9V474	Dmel_CG11371
E1JHQ0	Dmel_CG11372
Q9VNK1	Dmel_CG11373
Q9VPI7	Dmel_CG11374
Q9VC36	Dmel_CG11375
Q9VPI9	Dmel_CG11376
M9PDP6	Dmel_CG11377
Q9V3I0	Dmel_CG11378
Q9V3A3	Dmel_CG11379
Q9VI34	Dmel_CG1138
Q9W5A9	Dmel_CG11380
Q9W5A7	Dmel_CG11381
Q9V3C6	Dmel_CG11382
Q9V3E4	Dmel_CG11384
P10180	Dmel_CG11387
Q9W1D1	Dmel_CG11388
Q9W1C9	Dmel_CG11390
D5A7M1	Dmel_CG11390
Q9VDU2	Dmel_CG11391
Q7K533	Dmel_CG11395
Q9VPB6	Dmel_CG11396
Q9V3A7	Dmel_CG11397
Q9V3X8	Dmel_CG11398
Q9VPB7	Dmel_CG11399
Q9W058	Dmel_CG1140
Q7JV39	Dmel_CG11400
Q9VNT5	Dmel_CG11401
Q9XZS9	Dmel_CG11403
M9PG85	Dmel_CG11404
Q9XZS8	Dmel_CG11405
Q59E63	Dmel_CG11406
Q9VDU1	Dmel_CG11407
O46099	Dmel_CG11409
O76904	Dmel_CG11411
Q95RC0	Dmel_CG11412
Q9W152	Dmel_CG11413
Q9W149	Dmel_CG11414
O46101	Dmel_CG11415
Q9W148	Dmel_CG11416
O46307	Dmel_CG11417
O46102	Dmel_CG11418
Q9V831	Dmel_CG11419
Q8STI6	Dmel_CG1142
O46308	Dmel_CG11420
P54193	Dmel_CG11421
A0A0B4LGQ6	Dmel_CG11421
Q23970	Dmel_CG11422
A1ZAW7	Dmel_CG11423
Q9VNT8	Dmel_CG11425
Q9VNT9	Dmel_CG11426
Q9W4K1	Dmel_CG11427
Q9VZZ1	Dmel_CG1143
Q9U6B8	Dmel_CG11430
E2QCH2	Dmel_CG11430
Q9W4J6	Dmel_CG11436
Q9VNU0	Dmel_CG11437
Q9VNU1	Dmel_CG11438
Q9VNU2	Dmel_CG11440
Q9W4J4	Dmel_CG11444
Q9VDT6	Dmel_CG11447
O76878	Dmel_CG11448
Q9VNU3	Dmel_CG11449
Q9VPI8	Dmel_CG11450
M9PIC9	Dmel_CG11451
Q9VDU0	Dmel_CG11453
Q9VPK4	Dmel_CG11454
Q7K1C0	Dmel_CG11455
Q6NL58	Dmel_CG11456
Q9VP98	Dmel_CG11458
Q9VNK6	Dmel_CG11459
Q9W009	Dmel_CG1146
Q9VG82	Dmel_CG11466
Q9VNM1	Dmel_CG1147
Q9VAK2	Dmel_CG11470
Q8MSW0	Dmel_CG11471
Q9W299	Dmel_CG11474
Q9W2A0	Dmel_CG11475
Q9W056	Dmel_CG1139
Q9VNM3	Dmel_CG1148
A0A0B4KEM3	Dmel_CG11482
Q9VPL3	Dmel_CG11488
Q9VNV0	Dmel_CG11489
Q9VIA4	Dmel_CG1149
Q9VPL5	Dmel_CG11490
Q24206	Dmel_CG11491
Q9W572	Dmel_CG11491
Q9VZU2	Dmel_CG11495
H0RNG9	Dmel_CG11495
Q95RR8	Dmel_CG11486
A0A1Z1CH18	Dmel_CG11498
Q9VNM4	Dmel_CG1150
Q9VAL0	Dmel_CG11500
Q9VAK8	Dmel_CG11501
A0A1B2AJC0	Dmel_CG11501
P16375	Dmel_CG11502
Q7K4R2	Dmel_CG11504
Q9XZ15	Dmel_CG1151
Q9VG96	Dmel_CG11512
Q6J5K9	Dmel_CG11513
P35832	Dmel_CG11516
Q9V9W8	Dmel_CG11518
P18173	Dmel_CG1152
U3PT72	Dmel_CG1152
Q9V9W3	Dmel_CG11522
Q9VNV2	Dmel_CG11523
Q95TJ9	Dmel_CG11525
Q9VZQ9	Dmel_CG11526
Q9VMD9	Dmel_CG11527
X2JDD7	Dmel_CG11527
Q9VTV2	Dmel_CG11529
Q9VNM7	Dmel_CG1153
Q8IMC6	Dmel_CG11533
Q9VTT9	Dmel_CG11534
Q6NLL3	Dmel_CG11537
Q9V9V9	Dmel_CG11539
A0A0B4KHX9	Dmel_CG11539
Q9VNN2	Dmel_CG1154
Q7JX82	Dmel_CG11546
Q9VNN6	Dmel_CG1155
Q9V9V4	Dmel_CG11550
Q7KUL4	Dmel_CG11551
Q9VUJ4	Dmel_CG11552
Q8SXU0	Dmel_CG11555
Q6AWM2	Dmel_CG11556
A0A0S0WNE9	Dmel_CG11560
P91682	Dmel_CG11561
Q9VPN3	Dmel_CG11562
Q9V9U9	Dmel_CG11563
Q7JUQ5	Dmel_CG11566
Q27597	Dmel_CG11567
M9PCQ1	Dmel_CG11567
Q9VNN7	Dmel_CG1157
Q9VTR5	Dmel_CG11570
Q9V9T2	Dmel_CG11575
Q9V9S9	Dmel_CG11576
Q9VVW7	Dmel_CG11577
P18824	Dmel_CG11579
M9PGG4	Dmel_CG11579
Q9VNA0	Dmel_CG1158
Q9VY61	Dmel_CG11581
Q9VZE6	Dmel_CG11583
Q9I7T7	Dmel_CG11505
Q9VZE5	Dmel_CG11582
Q8IR58	Dmel_CG11584
Q9VY58	Dmel_CG11585
Q9VZF0	Dmel_CG11586
Q9VTQ5	Dmel_CG11588
Q9VZG7	Dmel_CG11589
Q9VY55	Dmel_CG11590
Q9VZJ1	Dmel_CG11591
Q9VPN2	Dmel_CG11592
Q9VZJ4	Dmel_CG11593
Q9VZJ8	Dmel_CG11594
Q9I7X6	Dmel_CG11596
Q95TV5	Dmel_CG11597
Q0KI77	Dmel_CG11598
Q9VG48	Dmel_CG11600
Q9VPM9	Dmel_CG11601
Q9VPM5	Dmel_CG11604
Q9VPM0	Dmel_CG11606
P10035	Dmel_CG11607
Q9VG47	Dmel_CG11608
Q9VNA4	Dmel_CG1161
G4LU11	Dmel_CG1161
Q9VTN3	Dmel_CG11611
A0A1B2AK53	Dmel_CG11611
Q9VVV9	Dmel_CG11614
Q9VPL4	Dmel_CG11617
Q9VVV4	Dmel_CG11619
Q7K3H0	Dmel_CG11621
Q9VDG2	Dmel_CG11622
P0CG69	Dmel_CG11624
A4V1F9	Dmel_CG11624
Q9VDX1	Dmel_CG11626
Q0E8N2	Dmel_CG11628
Q9V9P9	Dmel_CG11629
Q24320	Dmel_CG1163
A0A1B2AK96	Dmel_CG1163
Q9V9Q1	Dmel_CG11630
Q9V9P6	Dmel_CG11634
Q5BI51	Dmel_CG11635
Q9VVT9	Dmel_CG11637
Q8SYN0	Dmel_CG11638
Q9W5B9	Dmel_CG11639
H0RNC2	Dmel_CG11639
Q9W5C2	Dmel_CG11642
P09087	Dmel_CG11648
A0A126GUV3	Dmel_CG11648
P02839	Dmel_CG11650
A0A0B4KF10	Dmel_CG11650
Q9VTM2	Dmel_CG11652
Q27580	Dmel_CG11654
X2JF40	Dmel_CG11654
Q9VXV4	Dmel_CG11655
Q9VG03	Dmel_CG11656
Q9VTM4	Dmel_CG11658
Q9VDU3	Dmel_CG11659
Q9VTL5	Dmel_CG11660
Q9W5C5	Dmel_CG11663
Q9V3J7	Dmel_CG11664
Q7JWI7	Dmel_CG11665
Q9VRD2	Dmel_CG11666
Q8MS90	Dmel_CG11668
A1Z7F2	Dmel_CG11669
A8JQZ4	Dmel_CG11670
Q9VHT9	Dmel_CG11671
Q9VHT8	Dmel_CG11672
Q9VY49	Dmel_CG11674
P45890	Dmel_CG11678
Q9VXQ8	Dmel_CG11679
Q59E04	Dmel_CG1168
P24785	Dmel_CG11680
Q9VFX9	Dmel_CG11686
Q9VNP0	Dmel_CG1169
A0A0B4K6X8	Dmel_CG11693
Q9VHT0	Dmel_CG11694
E1JJI1	Dmel_CG11695
Q9VYX2	Dmel_CG11696
M9PH97	Dmel_CG11697
Q8MSM9	Dmel_CG11698
Q9VYX5	Dmel_CG11699
R9PY16	Dmel_CG11700
Q9V3Q7	Dmel_CG11703
Q9VYX7	Dmel_CG11709
X2JEI8	Dmel_CG11709
P61855	Dmel_CG1171
P37160	Dmel_CG1165
A8JNU6	Dmel_CG11661
P04388	Dmel_CG1167
Q9VRA1	Dmel_CG11710
Q9VTJ5	Dmel_CG11714
Q8IQG1	Dmel_CG11711
Q9VYY4	Dmel_CG11715
Q8IR88	Dmel_CG11715
Q9VAW8	Dmel_CG11719
Q9VNB2	Dmel_CG1172
P02840	Dmel_CG11720
Q9VH39	Dmel_CG11722
Q9VQ77	Dmel_CG11723
Q9VTH9	Dmel_CG11726
Q9VYY9	Dmel_CG11727
A0A1Z1CGZ7	Dmel_CG11732
Q9VR91	Dmel_CG11734
Q9VHQ7	Dmel_CG11735
Q9VHQ5	Dmel_CG11737
Q9VR89	Dmel_CG11738
Q9VN13	Dmel_CG11739
A8JQV5	Dmel_CG11741
Q9VHQ2	Dmel_CG11742
Q9VR94	Dmel_CG11748
Q9VYZ8	Dmel_CG11750
Q9VZ01	Dmel_CG11752
A0A0B4KFH6	Dmel_CG11753
Q9VHN3	Dmel_CG11755
A0A0B4KFI0	Dmel_CG11755
Q9VZ03	Dmel_CG11756
A8JUR4	Dmel_CG11759
P54194	Dmel_CG1176
Q8INQ3	Dmel_CG11760
Q7JVK6	Dmel_CG11761
Q9VHM6	Dmel_CG11762
Q7JX87	Dmel_CG11765
P81913	Dmel_CG11767
Q9VHM0	Dmel_CG11768
Q9V4Z9	Dmel_CG11770
Q9VC06	Dmel_CG11771
Q9VHL4	Dmel_CG11775
Q8MKJ6	Dmel_CG11777
A1Z7N3	Dmel_CG11778
Q9VDZ8	Dmel_CG11779
Q9VBZ9	Dmel_CG11780
Q9VBZ8	Dmel_CG11781
Q24143	Dmel_CG11783
Q7JVI6	Dmel_CG11784
Q8SXY6	Dmel_CG11785
Q9VBZ2	Dmel_CG11786
Q4V3Z5	Dmel_CG11788
Q08694	Dmel_CG1179
D3PFG8	Dmel_CG1179
A0A0B4KHU4	Dmel_CG11790
Q8IMU1	Dmel_CG11791
P61851	Dmel_CG11793
Q961W1	Dmel_CG11796
Q9V8Y2	Dmel_CG11797
A0A1B2AKN7	Dmel_CG11797
Q7YU81	Dmel_CG11798
M9PF47	Dmel_CG11799
P37159	Dmel_CG1180
A8JNR0	Dmel_CG11801
Q9VYT1	Dmel_CG11802
Q7JUY7	Dmel_CG11804
E2QC90	Dmel_CG11804
Q7K490	Dmel_CG11807
Q7K1H5	Dmel_CG11808
Q9W057	Dmel_CG11815
Q9VYC0	Dmel_CG11816
Q9VBY6	Dmel_CG11820
Q9VE01	Dmel_CG11821
Q9VPQ8	Dmel_CG11822
A0A0B4KEI1	Dmel_CG11825
Q9VAR7	Dmel_CG11828
Q9VAQ9	Dmel_CG11833
Q9VPR2	Dmel_CG11835
Q9VBY4	Dmel_CG11836
Q9VAQ5	Dmel_CG11837
Q9VPR0	Dmel_CG11838
Q9VBY5	Dmel_CG11839
Q9VPQ7	Dmel_CG11840
Q9VAQ4	Dmel_CG11841
Q9VAQ3	Dmel_CG11842
Q9VAQ2	Dmel_CG11843
Q960D3	Dmel_CG11844
Q9VBX1	Dmel_CG11847
Q9VBX0	Dmel_CG11848
Q9VBW6	Dmel_CG11849
A0A0B4KHU6	Dmel_CG11849
Q9VBV8	Dmel_CG11851
Q9VBV4	Dmel_CG11852
Q9VBV3	Dmel_CG11853
A0A0B4LHM9	Dmel_CG11853
Q9VBV1	Dmel_CG11854
A0A0B4K7J2	Dmel_CG11856
A0A140SRF8	Dmel_CG11857
Q9VBU4	Dmel_CG11858
Q9VBU2	Dmel_CG11859
Q9VJN9	Dmel_CG11864
Q9V402	Dmel_CG11865
Q7K2J4	Dmel_CG11866
A0A0B4KI51	Dmel_CG11873
Q9VAP8	Dmel_CG11874
Q9VBU8	Dmel_CG11875
Q7K5K3	Dmel_CG11876
Q9VAP6	Dmel_CG11877
Q9VBT8	Dmel_CG11878
Q9VAP3	Dmel_CG11880
C4XVJ5	Dmel_CG11880
Q9VAP2	Dmel_CG11881
Q9VAN8	Dmel_CG11882
A8DY95	Dmel_CG11883
Q9VPP7	Dmel_CG11885
Q9VAN6	Dmel_CG11886
Q7K4B3	Dmel_CG11887
Q9V3P6	Dmel_CG11888
A0A0B4KHE9	Dmel_CG11888
Q9VBU0	Dmel_CG11889
A0A1Z1CH25	Dmel_CG11891
Q7K025	Dmel_CG11892
Q9VBT2	Dmel_CG11893
Q9V5N8	Dmel_CG11895
A0A0B4JD63	Dmel_CG11895
A0A0B4KHA0	Dmel_CG11896
Q961D3	Dmel_CG11897
Q9VAN4	Dmel_CG11898
Q9VAN0	Dmel_CG11899
Q9VAM9	Dmel_CG11900
Q9NJH0	Dmel_CG11901
A0A0B4JD11	Dmel_CG11901
Q9VBR8	Dmel_CG11902
Q8IQQ1	Dmel_CG11905
Q8SXZ6	Dmel_CG11906
Q9VPP0	Dmel_CG11907
Q9VBR7	Dmel_CG11908
Q9VBR6	Dmel_CG11909
Q9VBR3	Dmel_CG11910
Q9VPN8	Dmel_CG11911
Q9VPN7	Dmel_CG11912
Q9VBR4	Dmel_CG11913
A1Z8D1	Dmel_CG11919
Q9VBY2	Dmel_CG11920
P32028	Dmel_CG11921
A0A0B4LHW8	Dmel_CG11921
P32029	Dmel_CG11922
P20385	Dmel_CG11924
Q9VR38	Dmel_CG11926
Q9VR36	Dmel_CG11927
X2JD52	Dmel_CG11929
Q9VNI0	Dmel_CG1193
Q24049	Dmel_CG11937
C9QPI0	Dmel_CG11937
M9MSQ5	Dmel_CG11940
Q9VWC4	Dmel_CG11941
Q9VWC3	Dmel_CG11942
Q8IQV9	Dmel_CG11943
Q9V8R9	Dmel_CG11949
Q0KI00	Dmel_CG11956
Q0KHZ9	Dmel_CG11958
Q4U2G8	Dmel_CG11961
Q9VHJ8	Dmel_CG11963
Q9VHJ7	Dmel_CG11964
Q9VHJ6	Dmel_CG11966
A0A0B4LGX6	Dmel_CG11967
Q9VHJ4	Dmel_CG11968
Q9Y0Z1	Dmel_CG11970
Q9VHJ3	Dmel_CG11971
Q9VHJ2	Dmel_CG11975
Q9VHJ0	Dmel_CG11977
Q7JZF5	Dmel_CG11979
Q8INP9	Dmel_CG11980
Q9XYN7	Dmel_CG11981
C0MJU2	Dmel_CG11981
Q9VHI7	Dmel_CG11982
Q9VHI6	Dmel_CG11983
Q95RX5	Dmel_CG11984
Q9VHI4	Dmel_CG11985
A0A1B2AKC8	Dmel_CG11985
Q9VHI3	Dmel_CG11986
O15945	Dmel_CG11987
A0A0B4KFJ2	Dmel_CG11987
P29503	Dmel_CG11988
Q9VT75	Dmel_CG11989
Q9VHI1	Dmel_CG11990
Q94527	Dmel_CG11992
Q9V451	Dmel_CG11993
Q9VHH7	Dmel_CG11994
Q9VHH5	Dmel_CG11997
Q9VNA3	Dmel_CG11999
Q9W0K0	Dmel_CG1200
Q9VNA5	Dmel_CG12000
Q9VN45	Dmel_CG12001
A0A0B4K6I5	Dmel_CG12001
Q9VZZ4	Dmel_CG12002
D2NUH5	Dmel_CG12002
Q8MSA5	Dmel_CG12003
A1A714	Dmel_CG12004
Q95U54	Dmel_CG12005
Q9VZM5	Dmel_CG12006
Q9VN77	Dmel_CG12007
A8JNJ6	Dmel_CG12008
M9NDG5	Dmel_CG12009
Q8IRD1	Dmel_CG12010
Q1ECB1	Dmel_CG12012
Q8IRD4	Dmel_CG12013
Q9VZP8	Dmel_CG12014
Q9VZR0	Dmel_CG12016
M9NFK8	Dmel_CG12017
Q9VTB3	Dmel_CG11811
Q8SZ38	Dmel_CG12011
Q9W088	Dmel_CG12018
T2GGB6	Dmel_CG12018
M9PE35	Dmel_CG12015
Q24276	Dmel_CG12019
C4IY07	Dmel_CG12019
Q9W083	Dmel_CG12020
Q9NB04	Dmel_CG12021
A4V1B2	Dmel_CG12021
Q9W080	Dmel_CG12023
M9MRY7	Dmel_CG12024
Q9W073	Dmel_CG12025
Q9W068	Dmel_CG12026
Q9VZ72	Dmel_CG12027
Q9NGX9	Dmel_CG12028
Q9VZN4	Dmel_CG12029
Q9W0P5	Dmel_CG12030
M9ND19	Dmel_CG12030
Q9W0P8	Dmel_CG12031
T2GG71	Dmel_CG12031
Q9VZS6	Dmel_CG12034
Q9W098	Dmel_CG12035
Q7KVC9	Dmel_CG12038
Q7K130	Dmel_CG12042
Q9VA32	Dmel_CG12045
M9NGE4	Dmel_CG12047
A0A0B4KHH4	Dmel_CG12048
Q9VIG1	Dmel_CG12050
P02572	Dmel_CG12051
P42283	Dmel_CG12052
A0A0B4K810	Dmel_CG12054
P07486	Dmel_CG12055
Q9W376	Dmel_CG12056
Q9W377	Dmel_CG12057
Q7PLW3	Dmel_CG12061
Q9V9X1	Dmel_CG12063
Q8MRM6	Dmel_CG12065
P16911	Dmel_CG12066
Q9VAH3	Dmel_CG12068
Q9VA47	Dmel_CG12069
Q9Y125	Dmel_CG12070
A0A126GV33	Dmel_CG12071
Q9VA38	Dmel_CG12072
P20905	Dmel_CG12073
A0A0B4KHG3	Dmel_CG12073
Q9W3B8	Dmel_CG12075
Q9VZQ1	Dmel_CG12076
M9NDG3	Dmel_CG12078
Q9VZU4	Dmel_CG12079
A8JQU1	Dmel_CG1208
Q9W3D5	Dmel_CG12081
Q9VZU7	Dmel_CG12082
Q9W0E8	Dmel_CG12084
Q8T6B9	Dmel_CG12085
Q95RU0	Dmel_CG12086
M9PE64	Dmel_CG12090
Q9W0E2	Dmel_CG12091
Q9VRC9	Dmel_CG12092
Q9VYG1	Dmel_CG12096
X2JBJ9	Dmel_CG12096
Q9W0D8	Dmel_CG12099
O02649	Dmel_CG12101
C7LA94	Dmel_CG12101
M9PDN3	Dmel_CG12105
Q9VZX8	Dmel_CG12093
